iter	RMSE
276	0.3863234831
277	0.38618538
278	0.3860553308
279	0.3859106106
280	0.3857404907
281	0.3855725972
282	0.3853682355
283	0.3852066252
284	0.3850869192
285	0.3849723716
286	0.3848718276
287	0.3847075534
288	0.384566689
289	0.3844609334
290	0.3842761262
291	0.3840720514
292	0.3838921673
293	0.3837894884
294	0.383699201
295	0.3835515722
296	0.3833818467
297	0.3832518501
298	0.3830908179
299	0.3829216213
300	0.3827527822
301	0.3826218601
302	0.3825044635
303	0.3824007016
304	0.3822534908
305	0.3821365522
306	0.3819966505
307	0.3818096586
308	0.3816991236
309	0.3815451838
310	0.3814140214
311	0.3812901378
312	0.3811548028
313	0.3810025924
314	0.3807942596
315	0.3806798692
316	0.3804644795
317	0.3803437378
318	0.3802438223
319	0.3801724104
320	0.3800507863
321	0.379876068
322	0.3797429829
323	0.3796357029
324	0.3794810177
325	0.3793877005
326	0.3792581552
327	0.3791369699
328	0.3789407244
329	0.3788160958
330	0.378700723
331	0.3785546706
332	0.3784244706
333	0.3782668238
334	0.3781652242
335	0.3779941348
336	0.3778853024
337	0.3777048538
338	0.3775530643
339	0.3774270049
340	0.3772646281
341	0.3770729066
342	0.3768799568
343	0.3767033363
344	0.3765957942
345	0.3764881789
346	0.3763253348
347	0.3761965019
348	0.3760602086
349	0.3759140659
350	0.3758325075
351	0.3756849335
352	0.3755071419
353	0.3753764502
354	0.3752431469
355	0.3751132596
356	0.3749467117
357	0.3748687898
358	0.3747584123
359	0.3746035475
360	0.374495184
361	0.3743570305
362	0.3742499672
363	0.37415705
364	0.3740057471
365	0.3738990922
366	0.3737904197
367	0.3736664259
368	0.3734188125
369	0.3733062898
370	0.3731645622
371	0.3730206452
372	0.3728994519
373	0.3727579074
374	0.3726153701
375	0.3724947398
376	0.3723499124
377	0.3722395845
378	0.3720881471
379	0.3719934453
380	0.371844726
381	0.3717044985
382	0.3715834089
383	0.3714907554
384	0.3713549982
385	0.3712164292
386	0.3710957795
387	0.3710063036
388	0.3708970966
389	0.3707578707
390	0.3706683798
391	0.3705719376
392	0.3703875739
393	0.370243321
394	0.3701226538
395	0.3699656206
396	0.3698503789
397	0.3696947506
398	0.3695914216
399	0.3694981292
400	0.3694062097
401	0.3692523361
402	0.3691242815
403	0.3690061709
404	0.3689251105
405	0.3688233341
406	0.3686670832
407	0.368546013
408	0.3683763535
409	0.3682744247
410	0.3681757257
411	0.3680336279
412	0.3679325983
413	0.3678378775
414	0.3677191122
415	0.3676218413
416	0.3674429628
417	0.3673152233
418	0.3671625272
419	0.3670323063
420	0.3668813211
421	0.3667964728
422	0.3666358425
423	0.3665336886
424	0.3664067415
425	0.366279998
426	0.3661774934
427	0.3660527195
428	0.3659772067
429	0.3658461208
430	0.3657074305
431	0.3655918752
432	0.3654450974
433	0.3653048429
434	0.3651764497
435	0.3650647363
436	0.3649894148
437	0.364907182
438	0.3648153671
439	0.3646726235
440	0.3645720269
441	0.3645073896
442	0.3643392741
443	0.3641898693
444	0.3640319569
445	0.3639424469
446	0.3638552352
447	0.3637619948
448	0.3636082553
449	0.3634667515
450	0.363337694
451	0.3632352703
452	0.363152613
453	0.3629774188
454	0.3628962151
455	0.3627749075
456	0.3626550485
457	0.3625648294
458	0.3624608786
459	0.3623498627
460	0.3622394787
461	0.3620749442
462	0.3618827367
463	0.3617588501
464	0.3616598347
465	0.3615461385
466	0.3614595481
467	0.361297407
468	0.3611661609
469	0.3610398145
470	0.3608797105
471	0.3607423289
472	0.3606008724
473	0.3605051376
474	0.3604251916
475	0.360249777
476	0.3601377292
477	0.3600716056
478	0.3599826884
479	0.3598659461
480	0.3597273262
481	0.3595721692
482	0.3594239204
483	0.359338591
484	0.3591825753
485	0.3590973837
486	0.359000339
487	0.3588627814
488	0.358741861
489	0.3586036669
490	0.3584857903
491	0.3583296616
492	0.3582463024
493	0.3580872964
494	0.3579320758
495	0.3578710191
496	0.3577749773
497	0.3576752071
498	0.3575405542
499	0.3574576599
500	0.3572895116
501	0.3571441583
502	0.3570071801
503	0.3569002709
504	0.3567739447
505	0.3566044972
506	0.3564898117
507	0.3563657127
508	0.356264578
509	0.3562047475
510	0.3560664685
511	0.3559920875
512	0.3558628222
513	0.3557401348
514	0.3556089957
515	0.3554910413
516	0.3553959704
517	0.3552419506
518	0.3551285246
519	0.3549924836
520	0.3549070069
521	0.3547762668
522	0.3546416567
523	0.3544896058
524	0.3543891246
525	0.354268696
526	0.3540719622
527	0.3539331148
528	0.3538297507
529	0.3537335778
530	0.3536720918
531	0.3535574143
532	0.3534302213
533	0.3533163619
534	0.3532430523
535	0.3531442664
536	0.3530285482
537	0.3528683439
538	0.3527457821
539	0.352658681
540	0.3525720892
541	0.3524966544
542	0.3523642874
543	0.3521824309
544	0.3520705006
545	0.3519805291
546	0.3518716041
547	0.3517476725
548	0.3516405473
549	0.351511795
550	0.3513807396
551	0.3512413616
552	0.35117389
553	0.3510995598
554	0.3509924872
555	0.3509085665
556	0.3507250158
557	0.3506565161
558	0.3505086255
559	0.3503715645
560	0.3502870791
561	0.3501831414
562	0.3500332904
563	0.3499457988
564	0.3498792087
565	0.3498046819
566	0.3496279475
567	0.3494652263
568	0.3493500734
569	0.3492876664
570	0.3491266243
571	0.3490409072
572	0.3488866234
573	0.3487825448
574	0.3486531394
575	0.3485362485
576	0.3484424336
577	0.3483296035
578	0.3481920208
579	0.3481009864
580	0.348008767
581	0.3479235343
582	0.3477850014
583	0.3476822811
584	0.3475848667
585	0.347472531
586	0.347389661
587	0.3472870064
588	0.3472095455
589	0.3470834828
590	0.3470116685
591	0.3468491523
592	0.3466907477
593	0.3465650031
594	0.3463872843
595	0.3463360801
596	0.3462370626
597	0.3460627596
598	0.3459563705
599	0.3457918735
600	0.3456748424
601	0.3455574512
602	0.3454767047
603	0.3453890394
604	0.3452926408
605	0.3451970433
606	0.345041719
607	0.3449145608
608	0.3448132934
609	0.3447147575
610	0.3445869846
611	0.3444512246
612	0.3443507848
613	0.3442518585
614	0.3441485591
615	0.3440220089
616	0.3439305485
617	0.3438283418
618	0.343750706
619	0.3436545479
620	0.3435843845
621	0.3434864187
622	0.3433405955
623	0.3432489662
624	0.3431789269
625	0.3430765769
626	0.3429350656
627	0.3428220562
628	0.3426974239
629	0.3425589328
630	0.3424698883
631	0.3423918075
632	0.3422784726
633	0.3421395087
634	0.3419915925
635	0.3418909019
636	0.341746793
637	0.3416491096
638	0.3415704745
639	0.3414328997
640	0.3413014809
641	0.3411815098
642	0.3410648659
643	0.3409746275
644	0.3408334539
645	0.3407409343
646	0.3406428187
647	0.3405583919
648	0.3404670007
649	0.3403806144
650	0.3402600754
651	0.3401421602
652	0.3400093811
653	0.3399070461
654	0.3398003694
655	0.3397385827
656	0.3396463337
657	0.3395471337
658	0.3394467931
659	0.3393645638
660	0.3392950847
661	0.339226155
662	0.3391033445
663	0.3390077133
664	0.3389499218
665	0.3388185148
666	0.338707625
667	0.3386102768
668	0.3385264474
669	0.3384409987
670	0.3383669959
671	0.3382672409
672	0.338179744
673	0.3379954285
674	0.3379170986
675	0.3378036144
676	0.3376791287
677	0.3375575021
678	0.3374431319
679	0.3373228448
680	0.3372018171
681	0.3370428631
682	0.3369061749
683	0.3368333475
684	0.3367328006
685	0.336625348
686	0.3365339308
687	0.3364380165
688	0.3363755516
689	0.3362894825
690	0.3361324497
691	0.3360789231
692	0.3359905093
693	0.3359170484
694	0.3358425576
695	0.3357318409
696	0.3355844167
697	0.3354569993
698	0.3353262717
699	0.3351887414
700	0.3351155243
701	0.3349694526
702	0.3348962888
703	0.3347740541
704	0.3346972707
705	0.3345946186
706	0.3344967869
707	0.3344334815
708	0.3342996172
709	0.3342064079
710	0.334083188
711	0.3339965867
712	0.3338571486
713	0.3337262807
714	0.3336267901
715	0.3335308241
716	0.3334152137
717	0.3332874473
718	0.333147821
719	0.3329754841
720	0.3328614609
721	0.3327383835
722	0.3326326414
723	0.3325089602
724	0.3324217381
725	0.332329919
726	0.3322188333
727	0.3321555843
728	0.3320083522
729	0.3318849828
730	0.3318069088
731	0.3317437459
732	0.3316770056
733	0.3315599956
734	0.3314879213
735	0.3313226999
736	0.3312484106
737	0.331193723
738	0.3310675706
739	0.3309932324
740	0.330922578
741	0.3308345783
742	0.3307380948
743	0.3306831054
744	0.3306011917
745	0.3305508137
746	0.33039981
747	0.3302521063
748	0.3301423098
749	0.3300560769
750	0.3299435851
751	0.3298533913
752	0.3297579536
753	0.3296781852
754	0.3295599306
755	0.329490358
756	0.329368112
757	0.3292739685
758	0.3291959971
759	0.3291156777
760	0.3290484154
761	0.3289359295
762	0.3288607248
763	0.3287788612
764	0.3286795914
765	0.3285404233
766	0.3284215304
767	0.3283341869
768	0.3282775572
769	0.3281875288
770	0.3281259178
771	0.328016147
772	0.3278801576
773	0.3277631873
774	0.327723079
775	0.3276317708
776	0.327498252
777	0.3273895264
778	0.3272576944
779	0.3271400091
780	0.3270453746
781	0.326921273
782	0.3268804662
783	0.3268063449
784	0.3267050174
785	0.3265555853
786	0.3264275014
787	0.3263731596
788	0.3262884209
789	0.3261981593
790	0.3261170221
791	0.3260167527
792	0.3258923259
793	0.3258408247
794	0.3257936902
795	0.3256806359
796	0.3255844268
797	0.3255093198
798	0.3254519425
799	0.3253418403
800	0.3252717342
801	0.3252039124
802	0.3250997604
803	0.3250156193
804	0.3249348746
805	0.3247994846
806	0.3246751673
807	0.3246168506
808	0.3244958838
809	0.3244369339
810	0.3243539579
811	0.3242241728
812	0.3241391314
813	0.3240582822
814	0.3239681443
815	0.3238859489
816	0.3238250958
817	0.3237223322
818	0.323625425
819	0.3235667168
820	0.323454175
821	0.3233250809
822	0.3231776271
823	0.3231195902
824	0.3230191701
825	0.3229299769
826	0.3228201002
827	0.3227292121
828	0.3226115706
829	0.3224662027
830	0.3224147201
831	0.322305972
832	0.3221771999
833	0.3220911801
834	0.3219285284
835	0.3218180763
836	0.3216945964
837	0.3216069449
838	0.321523147
839	0.3214201589
840	0.3213437873
841	0.3212366514
842	0.3211534003
843	0.3210812467
844	0.3210117384
845	0.3209211612
846	0.320835221
847	0.320751519
848	0.3206652117
849	0.3205845806
850	0.3204838318
851	0.3204091563
852	0.320279073
853	0.3201398104
854	0.3200956738
855	0.3200542262
856	0.3199708652
857	0.3198787932
858	0.3197758999
859	0.3196639143
860	0.3195490722
861	0.3194330508
862	0.3193621213
863	0.3192946169
864	0.3191853003
865	0.3190858679
866	0.3190173585
867	0.3189174653
868	0.3188247086
869	0.3187310943
870	0.3186081272
871	0.3185216468
872	0.3184500261
873	0.3183849932
874	0.3183300063
875	0.31829485
876	0.3182102765
877	0.3181053268
878	0.3180174527
879	0.3179396705
880	0.3178588858
881	0.3177644857
882	0.3176918452
883	0.317588427
884	0.3175192417
885	0.3174720465
886	0.3173641536
887	0.3172613124
888	0.3172076647
889	0.3171062738
890	0.316967974
891	0.3168555441
892	0.3167477435
893	0.3166420201
894	0.3165891655
895	0.3164841683
896	0.3164292783
897	0.3163346827
898	0.3162280955
899	0.3161057873
900	0.3160320953
901	0.3158787957
902	0.3157720344
903	0.3156876854
904	0.3155943712
905	0.3155141613
906	0.3154263585
907	0.3153806602
908	0.3152663672
909	0.3151925076
910	0.315106592
911	0.3150114901
912	0.3149514275
913	0.3148402506
914	0.3147654359
915	0.3146685196
916	0.3145772805
917	0.3144588156
918	0.3144002322
919	0.3142787199
920	0.3141704858
921	0.3140762457
922	0.3139488593
923	0.3138672212
924	0.3138077221
925	0.3137366837
926	0.3136053635
927	0.3135599388
928	0.3134708934
929	0.3133318804
930	0.3131902768
931	0.3130823407
932	0.3129830426
933	0.3129083014
934	0.3128190209
935	0.312690357
936	0.3125660776
937	0.3124675053
938	0.3123832984
939	0.3122751507
940	0.3121588528
941	0.3120851937
942	0.3120128985
943	0.3119436862
944	0.3118759771
945	0.311797182
946	0.31173163
947	0.3116738468
948	0.3115604411
949	0.3114873882
950	0.3113985456
951	0.3113092822
952	0.311165789
953	0.3110159561
954	0.3109464669
955	0.3108629999
956	0.3107831938
957	0.3107040811
958	0.3106334684
959	0.3105902997
960	0.3105029031
961	0.3104575444
962	0.3103480974
963	0.310246705
964	0.3101416548
965	0.3100602637
966	0.3099640381
967	0.3098454134
968	0.3097652701
969	0.3096665388
970	0.3095567672
971	0.3094913715
972	0.3094246864
973	0.3093443522
974	0.3092511036
975	0.3091930805
976	0.3091068855
977	0.3090315985
978	0.3089501876
979	0.3088418539
980	0.3087612494
981	0.3086471751
982	0.3085584137
983	0.3084304283
984	0.3083442165
985	0.3082731534
986	0.3082191213
987	0.3081653086
988	0.3080689868
989	0.3079693994
990	0.3078907478
991	0.307819222
992	0.3077084772
993	0.3076034635
994	0.3075412984
995	0.3074523967
996	0.3073478457
997	0.3073076314
998	0.307234154
999	0.3071529813
